t_wall,t_rel,armed,mode,alt,alt_sp,climb_rate,a_up,a_north,a_east,x,y,x_filt,y_filt,dxy,vx,vy,yaw_deg,dt_ms,sched_slip_ms,att_age_ms,pos_age_ms
1787304296.996,20.907,True,4,2.886,3.000,-0.177,0.023,-0.310,-0.035,2.724,1.016,2.708,0.996,0.033,0.144,0.028,158.82,100.00,100.06,-0.24,-0.29
1787304297.096,21.007,True,4,2.877,3.000,-0.127,-0.082,-0.249,0.012,2.734,1.017,2.717,1.003,0.043,0.104,-0.003,158.65,100.01,100.07,-0.19,-0.24
1787304297.196,21.107,True,4,2.876,3.000,-0.065,-0.250,-0.161,-0.051,2.740,1.019,2.725,1.008,0.048,0.050,0.029,158.34,100.00,100.07,-0.18,-0.23
1787304297.296,21.207,True,4,2.886,3.000,-0.043,-0.345,-0.093,-0.050,2.742,1.022,2.730,1.013,0.050,0.007,0.025,157.86,100.00,100.06,-0.16,-0.21
1787304297.396,21.307,True,4,2.902,3.000,-0.016,-0.478,-0.074,-0.112,2.741,1.025,2.734,1.017,0.049,-0.006,0.057,157.18,100.00,100.06,-0.16,-0.21
1787304297.496,21.407,True,4,2.920,3.000,-0.082,-0.344,-0.007,-0.068,2.737,1.028,2.735,1.021,0.046,-0.044,0.030,156.48,100.00,100.06,-0.16,-0.21
1787304297.596,21.507,True,4,2.934,3.000,-0.091,-0.364,0.076,-0.087,2.730,1.030,2.733,1.024,0.039,-0.089,0.039,155.77,100.00,100.06,-0.16,-0.21
1787304297.696,21.607,True,4,2.938,3.000,-0.167,-0.147,0.167,-0.064,2.717,1.032,2.728,1.026,0.027,-0.137,0.024,155.23,100.00,100.06,-0.16,-0.21
1787304297.796,21.707,True,4,2.933,3.000,-0.292,0.254,0.249,-0.049,2.700,1.033,2.719,1.029,0.013,-0.176,0.014,155.02,100.00,100.06,-0.17,-0.22
1787304297.896,21.807,True,4,2.919,3.000,-0.301,0.343,0.386,-0.002,2.678,1.033,2.705,1.030,0.018,-0.243,-0.013,154.66,100.00,100.06,-0.16,-0.21
1787304297.996,21.907,True,4,2.898,3.000,-0.270,0.346,0.463,0.011,2.652,1.033,2.687,1.031,0.041,-0.275,-0.021,154.32,100.00,100.06,-0.23,-0.28
1787304298.096,22.007,True,4,2.877,3.000,-0.267,0.435,0.558,0.045,2.621,1.031,2.665,1.031,0.071,-0.312,-0.040,154.23,100.00,100.07,-0.19,-0.24
1787304298.196,22.107,True,4,2.858,3.000,-0.283,0.571,0.617,0.062,2.587,1.026,2.639,1.029,0.105,-0.327,-0.048,154.64,100.00,100.07,-0.17,-0.22
1787304298.296,22.207,True,4,2.847,3.000,-0.288,0.646,0.649,0.092,2.555,1.019,2.611,1.026,0.137,-0.325,-0.063,155.42,99.99,100.06,-0.17,-0.21
1787304298.396,22.307,True,4,2.846,3.000,-0.155,0.265,0.660,0.037,2.527,1.014,2.583,1.022,0.165,-0.311,-0.029,156.15,100.00,100.06,-0.16,-0.21
1787304298.496,22.407,True,4,2.854,3.000,-0.083,0.033,0.645,0.055,2.500,1.010,2.556,1.018,0.192,-0.284,-0.037,156.57,100.01,100.07,-0.26,-0.31
1787304298.596,22.507,True,4,2.875,3.000,-0.018,-0.234,0.620,0.070,2.475,1.008,2.529,1.015,0.217,-0.250,-0.043,156.91,100.01,100.08,-0.31,-0.36
1787304298.696,22.607,True,4,2.903,3.000,0.011,-0.427,0.558,0.090,2.452,1.005,2.503,1.011,0.240,-0.196,-0.052,157.31,99.99,100.07,-0.18,-0.23
1787304298.796,22.707,True,4,2.930,3.000,-0.035,-0.390,0.496,0.062,2.433,1.002,2.480,1.008,0.259,-0.144,-0.034,157.83,100.00,100.06,-0.16,-0.21
1787304298.896,22.807,True,4,2.950,3.000,-0.095,-0.280,0.424,0.063,2.420,0.999,2.460,1.005,0.273,-0.088,-0.032,158.44,100.00,100.06,-0.16,-0.21
1787304298.996,22.907,True,4,2.965,3.000,-0.100,-0.321,0.292,0.087,2.414,0.996,2.445,1.002,0.279,-0.002,-0.043,159.06,100.00,100.06,-0.23,-0.28
1787304299.096,23.007,True,4,2.974,3.000,-0.144,-0.225,0.193,0.075,2.415,0.993,2.435,0.999,0.279,0.063,-0.034,159.53,100.00,100.06,-0.20,-0.25
1787304299.196,23.107,True,4,2.975,3.000,-0.211,-0.028,0.088,0.064,2.421,0.991,2.430,0.997,0.272,0.127,-0.026,159.90,100.01,100.07,-0.18,-0.23
1787304299.296,23.207,True,4,2.969,3.000,-0.229,0.059,-0.026,0.084,2.433,0.989,2.431,0.994,0.262,0.193,-0.035,159.93,99.99,100.06,-0.19,-0.24
1787304299.396,23.307,True,4,2.958,3.000,-0.272,0.232,-0.075,0.111,2.449,0.986,2.437,0.991,0.246,0.219,-0.048,159.87,100.00,100.06,-0.16,-0.21
1787304299.496,23.407,True,4,2.946,3.000,-0.225,0.145,-0.135,0.091,2.470,0.980,2.448,0.988,0.226,0.248,-0.034,159.94,100.00,100.06,-0.18,-0.23
1787304299.596,23.507,True,4,2.936,3.000,-0.206,0.136,-0.230,0.116,2.498,0.973,2.465,0.983,0.201,0.292,-0.044,160.07,100.01,100.07,-0.19,-0.24
1787304299.696,23.607,True,4,2.919,3.000,-0.248,0.338,-0.302,0.151,2.528,0.968,2.486,0.978,0.173,0.320,-0.060,160.26,100.00,100.07,-0.17,-0.22
1787304299.796,23.707,True,4,2.907,3.000,-0.206,0.267,-0.313,0.122,2.561,0.965,2.511,0.974,0.143,0.311,-0.041,160.04,99.99,100.06,-0.16,-0.21
1787304299.896,23.807,True,4,2.907,3.000,-0.108,-0.014,-0.296,0.146,2.593,0.963,2.538,0.970,0.116,0.285,-0.051,159.62,100.00,100.06,-0.16,-0.21
1787304299.996,23.907,True,4,2.920,3.000,-0.038,-0.274,-0.320,0.070,2.621,0.960,2.566,0.967,0.095,0.281,-0.006,159.59,100.00,100.06,-0.24,-0.29
1787304300.096,24.007,True,4,2.940,3.000,-0.073,-0.238,-0.266,0.046,2.647,0.960,2.593,0.964,0.078,0.235,0.010,159.65,100.02,100.08,-0.17,-0.21
1787304300.196,24.107,True,4,2.961,3.000,-0.089,-0.271,-0.314,-0.000,2.671,0.961,2.619,0.963,0.065,0.245,0.037,159.85,99.99,100.07,-0.22,-0.27
1787304300.296,24.207,True,4,2.977,3.000,-0.116,-0.255,-0.351,-0.108,2.696,0.966,2.645,0.964,0.057,0.249,0.097,160.11,100.00,100.07,-0.17,-0.22
1787304300.396,24.307,True,4,2.986,3.000,-0.177,-0.105,-0.386,-0.124,2.724,0.973,2.671,0.967,0.059,0.251,0.104,160.32,100.00,100.06,-0.16,-0.21
1787304300.496,24.407,True,4,2.988,3.000,-0.222,0.026,-0.450,-0.180,2.754,0.981,2.699,0.972,0.075,0.268,0.133,160.34,100.01,100.07,-0.20,-0.25
1787304300.596,24.507,True,4,2.984,3.000,-0.234,0.080,-0.476,-0.163,2.788,0.990,2.729,0.978,0.101,0.262,0.119,160.17,99.99,100.06,-0.17,-0.22
1787304300.696,24.607,True,4,2.973,3.000,-0.220,0.084,-0.521,-0.213,2.818,1.002,2.758,0.986,0.128,0.266,0.143,159.99,100.00,100.06,-0.16,-0.21
1787304300.796,24.707,True,4,2.955,3.000,-0.312,0.434,-0.515,-0.168,2.844,1.013,2.787,0.995,0.153,0.243,0.112,159.78,100.00,100.06,-0.16,-0.21
1787304300.896,24.807,True,4,2.936,3.000,-0.231,0.273,-0.402,-0.181,2.867,1.022,2.814,1.004,0.175,0.161,0.113,159.50,100.00,100.06,-0.16,-0.20
1787304300.996,24.907,True,4,2.923,3.000,-0.197,0.235,-0.343,-0.121,2.883,1.026,2.837,1.012,0.191,0.111,0.075,159.09,100.00,100.06,-0.23,-0.28
1787304301.096,25.007,True,4,2.917,3.000,-0.133,0.075,-0.270,-0.090,2.895,1.027,2.856,1.017,0.203,0.056,0.054,158.60,100.00,100.06,-0.16,-0.21
1787304301.196,25.107,True,4,2.917,3.000,-0.109,0.008,-0.156,-0.062,2.899,1.027,2.870,1.020,0.207,-0.019,0.036,158.25,100.00,100.07,-0.17,-0.22
1787304301.296,25.207,True,4,2.920,3.000,-0.084,-0.068,-0.097,-0.030,2.897,1.026,2.879,1.022,0.205,-0.059,0.017,158.15,100.00,100.07,-0.20,-0.25
1787304301.396,25.307,True,4,2.923,3.000,-0.064,-0.137,-0.025,0.064,2.889,1.023,2.882,1.023,0.197,-0.104,-0.035,158.32,100.00,100.07,-0.18,-0.23
1787304301.496,25.407,True,4,2.928,3.000,-0.045,-0.206,0.053,0.048,2.877,1.019,2.881,1.022,0.185,-0.148,-0.025,158.49,100.01,100.08,-0.32,-0.36
1787304301.596,25.507,True,4,2.933,3.000,0.002,-0.359,0.080,0.066,2.863,1.016,2.875,1.020,0.171,-0.161,-0.034,158.61,99.98,100.06,-0.17,-0.22
1787304301.696,25.607,True,4,2.944,3.000,0.051,-0.545,0.117,0.030,2.847,1.011,2.865,1.017,0.155,-0.177,-0.012,158.48,100.00,100.07,-0.17,-0.21
1787304301.796,25.707,True,4,2.961,3.000,0.024,-0.524,0.164,0.020,2.827,1.009,2.852,1.014,0.135,-0.197,-0.004,158.42,100.00,100.06,-0.17,-0.22
1787304301.896,25.807,True,4,2.973,3.000,-0.044,-0.367,0.207,0.021,2.805,1.006,2.837,1.012,0.114,-0.212,-0.003,158.86,100.00,100.06,-0.16,-0.21
1787304301.996,25.907,True,4,2.977,3.000,-0.093,-0.236,0.255,-0.012,2.781,1.005,2.818,1.009,0.091,-0.228,0.017,159.21,100.00,100.06,-0.24,-0.29
